Image Index,points_left_lung,points_right_lung
00003029_020.png,"[(262, 247), (229, 251), (187, 269), (145, 305), (130, 337), (114, 389), (98, 461), (83, 514), (66, 606), (64, 696), (58, 756), (71, 807), (72, 848), (96, 821), (115, 789), (152, 760), (181, 743), (226, 725), (256, 722), (308, 726), (331, 733), (369, 748), (386, 727), (388, 667), (388, 606), (380, 524), (380, 475), (370, 403), (365, 332), (354, 300), (333, 267), (301, 251), (261, 246)]","[(444, 250), (421, 262), (419, 300), (419, 332), (428, 365), (450, 392), (463, 406), (471, 421), (474, 440), (474, 440), (465, 459), (447, 491), (433, 536), (460, 594), (474, 607), (515, 639), (541, 663), (568, 697), (587, 722), (615, 764), (640, 792), (669, 829), (687, 856), (699, 870), (707, 872), (716, 809), (711, 750), (706, 698), (685, 561), (684, 483), (678, 406), (664, 356), (643, 308), (607, 237), (538, 205), (480, 207), (434, 231), (419, 256)]"
00003030_003.png,"[(387, 206), (342, 217), (273, 252), (225, 293), (201, 366), (193, 425), (178, 475), (171, 550), (175, 635), (167, 704), (156, 754), (158, 803), (154, 833), (150, 865), (173, 865), (201, 833), (220, 805), (231, 788), (262, 762), (299, 750), (346, 742), (399, 748), (451, 771), (491, 799), (529, 817), (548, 820), (565, 804), (552, 748), (545, 694), (538, 606), (533, 529), (546, 454), (559, 395), (558, 346), (553, 310), (531, 261), (485, 230), (432, 217), (390, 208)]","[(643, 206), (624, 233), (624, 246), (616, 268), (617, 292), (629, 309), (639, 318), (646, 321), (667, 323), (686, 327), (697, 338), (705, 346), (711, 358), (706, 367), (689, 381), (673, 391), (663, 405), (658, 435), (665, 470), (687, 513), (710, 554), (745, 607), (772, 639), (806, 669), (851, 708), (879, 734), (903, 760), (924, 789), (953, 822), (975, 844), (995, 869), (1016, 885), (1022, 837), (1015, 774), (990, 699), (976, 647), (972, 590), (969, 533), (959, 465), (943, 359), (918, 270), (899, 242), (866, 216), (789, 189), (734, 174), (680, 194), (640, 211)]"
00003040_000.png,"[(322, 68), (267, 96), (230, 132), (213, 154), (189, 206), (176, 241), (165, 277), (142, 348), (120, 423), (109, 482), (105, 546), (102, 600), (94, 648), (81, 692), (70, 730), (52, 795), (51, 814), (51, 856), (64, 899), (76, 890), (84, 855), (109, 819), (118, 803), (191, 742), (229, 717), (328, 694), (385, 686), (426, 669), (447, 554), (455, 464), (462, 367), (462, 270), (470, 231), (467, 187), (452, 132), (443, 97), (431, 82), (392, 67), (346, 63), (318, 65)]","[(586, 97), (533, 122), (526, 174), (531, 208), (543, 248), (552, 260), (574, 291), (576, 313), (573, 358), (599, 417), (605, 429), (644, 504), (671, 534), (720, 573), (752, 613), (770, 644), (785, 688), (802, 769), (814, 793), (845, 816), (872, 836), (896, 868), (912, 898), (928, 896), (929, 847), (916, 766), (897, 675), (875, 606), (871, 565), (862, 505), (862, 469), (855, 342), (845, 294), (830, 222), (813, 177), (793, 135), (764, 101), (705, 74), (668, 66), (581, 88), (578, 93)]"
00003043_000.png,"[(317, 129), (250, 179), (225, 216), (206, 281), (191, 332), (163, 407), (148, 487), (133, 581), (123, 630), (106, 743), (105, 779), (112, 784), (124, 767), (142, 739), (182, 718), (213, 702), (256, 694), (322, 695), (363, 714), (399, 728), (431, 733), (438, 699), (450, 655), (462, 562), (478, 476), (482, 429), (489, 375), (499, 333), (509, 256), (509, 212), (503, 168), (478, 131), (440, 123), (398, 118), (366, 118), (313, 131)]","[(589, 140), (548, 164), (542, 182), (540, 217), (540, 250), (537, 281), (535, 312), (549, 340), (574, 356), (605, 375), (617, 400), (611, 436), (615, 483), (631, 518), (654, 554), (703, 580), (724, 605), (745, 640), (756, 671), (771, 696), (828, 695), (861, 713), (893, 734), (921, 754), (941, 771), (942, 741), (919, 673), (892, 601), (861, 484), (844, 401), (827, 327), (802, 235), (764, 194), (719, 164), (626, 133), (590, 141)]"
00003045_003.png,"[(456, 90), (372, 87), (331, 99), (278, 130), (222, 201), (201, 286), (192, 401), (174, 547), (173, 649), (169, 732), (191, 782), (204, 790), (198, 763), (211, 726), (253, 702), (314, 677), (346, 669), (410, 673), (448, 667), (458, 627), (449, 584), (440, 544), (437, 488), (443, 461), (485, 382), (488, 336), (512, 255), (503, 198), (509, 152), (486, 111), (457, 91)]","[(612, 124), (571, 164), (568, 194), (576, 207), (576, 231), (596, 245), (614, 256), (635, 270), (632, 295), (619, 323), (614, 365), (622, 375), (643, 408), (662, 463), (684, 509), (707, 560), (726, 593), (736, 611), (745, 636), (751, 664), (765, 700), (782, 715), (806, 730), (829, 746), (851, 762), (865, 780), (884, 805), (901, 815), (905, 762), (905, 733), (893, 674), (895, 612), (885, 534), (879, 483), (862, 360), (849, 298), (840, 247), (807, 168), (779, 135), (724, 112), (651, 100), (612, 120)]"
00003053_001.png,"[(321, 211), (298, 233), (231, 320), (196, 429), (187, 466), (171, 650), (175, 721), (176, 793), (162, 869), (152, 938), (148, 970), (154, 997), (166, 972), (200, 943), (246, 927), (287, 914), (340, 912), (371, 912), (406, 895), (425, 866), (439, 819), (442, 741), (445, 661), (445, 602), (446, 521), (456, 402), (469, 291), (457, 227), (433, 198), (393, 184), (334, 197), (306, 220)]","[(562, 187), (548, 239), (548, 280), (535, 325), (569, 366), (590, 384), (606, 443), (605, 492), (598, 541), (598, 609), (600, 663), (616, 713), (657, 753), (681, 805), (702, 842), (726, 896), (749, 909), (787, 923), (819, 937), (863, 965), (886, 986), (894, 940), (859, 817), (830, 701), (822, 551), (809, 421), (784, 297), (761, 246), (715, 193), (651, 165), (605, 161), (563, 188)]"
00003053_003.png,"[(217, 317), (200, 398), (188, 452), (178, 525), (178, 594), (179, 642), (186, 746), (168, 812), (161, 879), (156, 918), (147, 964), (147, 1001), (154, 1002), (166, 986), (179, 964), (190, 952), (217, 934), (251, 918), (305, 903), (339, 894), (378, 888), (409, 887), (450, 866), (449, 821), (443, 713), (446, 652), (453, 593), (463, 496), (486, 365), (478, 286), (473, 243), (454, 211), (424, 195), (385, 192), (343, 196), (289, 221), (275, 251), (250, 282), (217, 317)]","[(577, 191), (557, 237), (556, 274), (556, 299), (556, 338), (591, 372), (598, 384), (614, 442), (615, 473), (611, 502), (603, 549), (613, 610), (628, 664), (658, 718), (674, 763), (687, 788), (708, 825), (728, 858), (743, 891), (761, 906), (785, 906), (805, 891), (820, 858), (836, 810), (861, 687), (859, 612), (842, 507), (829, 409), (814, 314), (794, 291), (745, 227), (711, 201), (630, 171), (578, 189)]"
00003056_003.png,"[(439, 135), (391, 132), (344, 143), (305, 160), (276, 181), (244, 200), (208, 236), (191, 289), (178, 330), (153, 445), (133, 513), (123, 563), (100, 622), (90, 675), (83, 710), (92, 752), (104, 754), (122, 734), (162, 711), (194, 696), (233, 685), (279, 671), (340, 674), (383, 684), (413, 694), (428, 680), (432, 612), (441, 562), (469, 436), (470, 385), (470, 324), (472, 254), (474, 184), (472, 151), (459, 137), (444, 131)]","[(577, 149), (542, 179), (530, 205), (525, 237), (538, 283), (560, 300), (562, 300), (579, 313), (582, 335), (572, 361), (563, 374), (553, 402), (553, 416), (568, 439), (582, 452), (609, 477), (631, 502), (660, 541), (681, 567), (705, 604), (716, 628), (735, 663), (765, 660), (801, 660), (849, 673), (887, 686), (907, 705), (922, 721), (940, 729), (942, 719), (943, 691), (938, 652), (934, 628), (918, 551), (892, 459), (871, 392), (851, 338), (829, 270), (779, 196), (752, 175), (708, 153), (655, 142), (582, 145)]"
00003064_032.png,"[(331, 190), (258, 275), (217, 430), (179, 601), (176, 702), (166, 793), (177, 874), (193, 887), (218, 838), (263, 785), (327, 771), (389, 785), (424, 808), (478, 831), (490, 804), (488, 686), (505, 600), (495, 497), (512, 410), (514, 317), (508, 244), (505, 181), (486, 116), (466, 110), (436, 104), (403, 118), (332, 193)]","[(577, 143), (560, 221), (560, 225), (575, 301), (598, 341), (614, 364), (624, 398), (625, 425), (623, 451), (627, 494), (630, 515), (644, 551), (661, 569), (677, 582), (702, 605), (718, 623), (738, 645), (751, 664), (758, 684), (767, 703), (779, 721), (792, 731), (804, 736), (822, 736), (845, 736), (864, 747), (895, 767), (920, 783), (958, 800), (965, 795), (970, 751), (969, 719), (965, 689), (944, 572), (933, 495), (920, 435), (908, 372), (901, 321), (883, 269), (862, 222), (839, 183), (800, 132), (762, 109), (715, 98), (667, 91), (589, 110), (570, 137), (577, 155)]"
00003064_045.png,"[(357, 109), (335, 121), (310, 130), (290, 155), (250, 207), (246, 211), (231, 250), (214, 294), (195, 357), (181, 425), (171, 488), (176, 560), (173, 611), (154, 660), (137, 718), (143, 773), (146, 836), (155, 871), (162, 875), (169, 877), (184, 850), (187, 839), (190, 823), (194, 813), (204, 794), (221, 770), (234, 759), (261, 740), (283, 732), (310, 728), (339, 726), (375, 726), (394, 727), (419, 738), (450, 743), (478, 744), (485, 730), (486, 714), (483, 695), (469, 674), (462, 662), (458, 644), (456, 628), (456, 613), (456, 588), (468, 550), (477, 522), (494, 485), (501, 460), (506, 433), (511, 408), (514, 374), (522, 323), (528, 304), (532, 249), (504, 144), (471, 120), (427, 97), (407, 97), (353, 112)]","[(601, 86), (582, 103), (571, 121), (564, 140), (562, 158), (562, 184), (559, 203), (559, 224), (558, 261), (564, 277), (578, 294), (596, 315), (602, 331), (605, 351), (596, 399), (596, 409), (596, 430), (602, 453), (615, 465), (627, 480), (645, 502), (672, 532), (699, 572), (717, 603), (745, 655), (744, 665), (753, 684), (753, 701), (761, 720), (762, 729), (776, 747), (782, 750), (812, 753), (860, 766), (896, 769), (898, 769), (923, 757), (935, 731), (940, 719), (935, 639), (914, 583), (910, 526), (893, 467), (893, 409), (876, 329), (860, 270), (843, 219), (821, 181), (803, 150), (788, 129), (768, 105), (751, 91), (734, 84), (704, 74), (663, 70), (622, 69), (597, 91)]"
00003064_046.png,"[(323, 235), (265, 263), (247, 285), (231, 309), (207, 345), (189, 373), (179, 401), (174, 436), (166, 471), (162, 517), (161, 556), (150, 599), (140, 667), (127, 733), (118, 798), (117, 843), (117, 908), (118, 930), (119, 946), (121, 979), (130, 1001), (136, 1006), (139, 999), (148, 970), (151, 960), (164, 946), (175, 936), (196, 913), (215, 900), (253, 883), (311, 877), (324, 878), (374, 899), (410, 915), (428, 912), (445, 898), (445, 876), (442, 855), (432, 823), (427, 803), (422, 766), (417, 745), (420, 718), (425, 692), (440, 656), (457, 599), (460, 560), (461, 518), (468, 437), (472, 410), (474, 390), (477, 345), (477, 320), (476, 294), (470, 274), (465, 246), (444, 215), (430, 210), (422, 210), (400, 210), (378, 210), (362, 212), (335, 223), (326, 229)]","[(585, 245), (578, 263), (572, 272), (557, 296), (551, 323), (551, 340), (551, 353), (554, 373), (557, 385), (563, 400), (571, 411), (581, 426), (588, 445), (594, 461), (600, 475), (601, 495), (601, 511), (601, 537), (611, 580), (637, 623), (662, 662), (696, 708), (725, 745), (747, 790), (760, 827), (770, 854), (808, 888), (824, 894), (850, 905), (880, 909), (900, 894), (908, 864), (912, 823), (909, 784), (896, 671), (881, 588), (866, 521), (852, 445), (830, 369), (793, 299), (745, 227), (692, 211), (648, 210), (581, 246)]"
00003064_050.png,"[(358, 147), (319, 162), (295, 176), (262, 197), (241, 207), (205, 238), (171, 295), (147, 340), (141, 381), (137, 415), (125, 455), (120, 491), (110, 549), (107, 583), (101, 630), (90, 690), (83, 728), (81, 781), (86, 824), (95, 878), (114, 901), (133, 919), (130, 880), (133, 859), (153, 829), (184, 790), (214, 775), (244, 764), (296, 764), (358, 765), (420, 780), (449, 769), (463, 735), (463, 715), (458, 692), (441, 665), (429, 629), (437, 592), (479, 501), (486, 470), (492, 435), (494, 412), (494, 345), (487, 323), (482, 299), (478, 276), (474, 218), (473, 196), (468, 163), (443, 140), (436, 138), (424, 138), (415, 138), (353, 149)]","[(562, 178), (546, 207), (545, 237), (545, 260), (552, 279), (552, 295), (548, 327), (574, 361), (578, 363), (589, 378), (589, 397), (589, 427), (590, 451), (591, 470), (592, 496), (597, 523), (613, 555), (633, 566), (651, 574), (668, 583), (680, 591), (694, 607), (703, 628), (717, 655), (734, 699), (738, 710), (744, 742), (752, 775), (784, 781), (820, 781), (872, 794), (905, 802), (932, 795), (930, 765), (930, 725), (936, 692), (935, 661), (930, 608), (920, 563), (904, 509), (896, 455), (891, 433), (868, 324), (859, 297), (842, 252), (824, 217), (801, 183), (750, 145), (712, 133), (687, 127), (609, 132), (565, 171)]"
00003076_000.png,"[(231, 204), (180, 270), (153, 348), (144, 409), (134, 478), (125, 537), (119, 591), (118, 635), (116, 679), (108, 702), (101, 724), (90, 767), (93, 801), (108, 821), (120, 822), (144, 808), (157, 792), (168, 783), (196, 768), (230, 754), (284, 737), (312, 729), (381, 719), (425, 711), (471, 673), (477, 645), (486, 604), (495, 556), (504, 504), (504, 419), (504, 392), (504, 336), (506, 279), (509, 221), (509, 186), (509, 154), (475, 126), (419, 109), (386, 111), (316, 141), (231, 196)]","[(586, 158), (580, 211), (582, 250), (586, 270), (599, 294), (609, 310), (615, 330), (616, 355), (611, 390), (617, 415), (633, 446), (658, 487), (690, 542), (710, 563), (740, 595), (759, 626), (766, 661), (771, 689), (779, 718), (794, 733), (827, 747), (854, 757), (885, 763), (913, 776), (926, 789), (942, 806), (959, 824), (987, 836), (998, 785), (999, 750), (997, 715), (988, 690), (982, 639), (977, 588), (966, 498), (965, 421), (954, 375), (935, 301), (925, 266), (857, 162), (781, 127), (660, 101), (634, 109), (587, 151)]"
00003076_001.png,"[(243, 216), (224, 257), (220, 277), (208, 313), (199, 353), (190, 398), (184, 440), (175, 519), (175, 565), (175, 588), (160, 624), (152, 667), (143, 691), (141, 719), (150, 744), (167, 728), (186, 704), (226, 688), (250, 677), (285, 664), (377, 658), (418, 655), (461, 660), (470, 629), (472, 593), (481, 550), (498, 494), (506, 448), (507, 401), (507, 330), (510, 302), (523, 212), (518, 186), (503, 164), (480, 142), (447, 132), (400, 129), (367, 134), (319, 161), (285, 190), (242, 223)]","[(617, 131), (607, 157), (601, 180), (596, 197), (591, 221), (589, 251), (597, 285), (610, 299), (620, 310), (629, 319), (629, 319), (630, 345), (630, 360), (637, 383), (644, 408), (654, 436), (670, 471), (693, 508), (726, 554), (745, 576), (772, 614), (779, 640), (780, 661), (796, 681), (823, 688), (867, 692), (911, 706), (939, 721), (968, 741), (986, 750), (995, 728), (973, 690), (964, 661), (955, 632), (949, 612), (936, 527), (930, 503), (928, 440), (920, 395), (907, 349), (897, 290), (880, 237), (864, 215), (840, 190), (802, 166), (766, 155), (709, 133), (688, 131), (659, 131), (625, 134), (615, 135)]"
00003079_000.png,"[(287, 180), (262, 214), (244, 249), (227, 278), (211, 316), (188, 382), (180, 436), (167, 501), (105, 625), (92, 690), (68, 770), (65, 835), (57, 927), (57, 947), (72, 1011), (116, 1023), (130, 999), (143, 983), (219, 950), (243, 940), (285, 933), (369, 933), (395, 930), (408, 924), (434, 892), (434, 861), (432, 835), (432, 794), (454, 714), (467, 677), (471, 620), (471, 597), (474, 559), (496, 494), (501, 384), (522, 321), (527, 273), (524, 217), (511, 168), (500, 137), (478, 120), (448, 107), (425, 104), (384, 104), (334, 138), (311, 157), (280, 187)]","[(596, 163), (594, 168), (583, 208), (584, 221), (593, 245), (601, 285), (602, 311), (596, 346), (610, 387), (616, 393), (630, 423), (633, 458), (627, 503), (610, 585), (614, 626), (643, 675), (667, 714), (711, 767), (751, 814), (786, 852), (819, 909), (837, 940), (867, 967), (891, 974), (922, 993), (953, 1019), (955, 1019), (999, 1018), (1002, 1011), (1015, 942), (1019, 912), (1018, 866), (991, 678), (973, 653), (945, 568), (928, 520), (919, 410), (892, 313), (866, 269), (827, 212), (784, 167), (737, 145), (690, 122), (637, 121), (594, 159)]"
00003084_001.png,"[(374, 96), (328, 109), (286, 127), (263, 171), (243, 199), (207, 252), (192, 296), (168, 373), (165, 407), (157, 464), (155, 498), (149, 542), (140, 615), (140, 654), (134, 675), (134, 686), (131, 747), (122, 780), (111, 824), (108, 838), (104, 843), (96, 865), (95, 881), (90, 901), (89, 923), (89, 937), (89, 953), (89, 966), (89, 998), (89, 1008), (98, 1018), (105, 1018), (107, 1017), (112, 1009), (127, 993), (143, 968), (159, 948), (175, 930), (192, 914), (214, 898), (242, 882), (271, 868), (284, 863), (293, 857), (305, 851), (312, 849), (326, 848), (359, 848), (388, 848), (399, 849), (406, 843), (419, 775), (417, 766), (417, 752), (426, 733), (436, 695), (439, 648), (445, 611), (446, 572), (446, 541), (448, 517), (458, 486), (474, 452), (474, 414), (481, 394), (490, 360), (498, 326), (504, 301), (515, 264), (521, 218), (512, 185), (497, 145), (485, 126), (459, 105), (432, 91), (375, 91)]","[(595, 158), (596, 158), (576, 177), (573, 194), (570, 207), (564, 222), (563, 241), (561, 254), (561, 284), (573, 295), (581, 295), (589, 294), (593, 294), (607, 294), (623, 308), (627, 312), (632, 320), (635, 335), (636, 346), (633, 353), (620, 375), (611, 397), (607, 424), (606, 446), (610, 467), (619, 482), (624, 506), (626, 525), (626, 528), (625, 544), (623, 569), (629, 595), (643, 621), (658, 645), (677, 666), (696, 684), (717, 707), (752, 770), (763, 794), (779, 823), (803, 855), (823, 875), (843, 897), (864, 920), (887, 942), (899, 961), (918, 1010), (922, 1006), (935, 989), (944, 950), (944, 909), (944, 882), (944, 827), (935, 763), (930, 728), (929, 691), (911, 560), (921, 517), (921, 443), (917, 407), (901, 344), (884, 274), (869, 242), (857, 215), (825, 167), (799, 137), (768, 114), (731, 99), (699, 90), (677, 89), (653, 89), (620, 107), (602, 128), (587, 153), (580, 171)]"
00003094_005.png,"[(132, 679), (260, 593), (354, 594), (395, 601), (435, 599), (435, 576), (434, 522), (473, 453), (503, 424), (546, 405), (583, 377), (616, 319), (637, 278), (643, 229), (631, 191), (594, 149), (533, 141), (441, 142), (393, 176), (358, 214), (324, 269), (307, 306), (297, 331), (285, 355), (268, 386), (243, 433), (223, 471), (192, 514), (162, 551), (139, 600), (129, 635), (121, 669), (121, 679)]","[(557, 316), (568, 323), (574, 299), (554, 295)]"
00003098_004.png,"[(150, 833), (152, 823), (165, 806), (178, 790), (197, 776), (220, 766), (239, 757), (254, 753), (275, 750), (299, 749), (308, 749), (331, 758), (358, 765), (367, 766), (381, 766), (401, 763), (414, 744), (413, 724), (413, 693), (413, 674), (413, 651), (425, 617), (440, 587), (449, 572), (456, 554), (463, 515), (477, 470), (484, 443), (493, 398), (500, 369), (504, 318), (514, 281), (518, 250), (520, 228), (521, 197), (521, 187), (519, 161), (515, 141), (494, 118), (478, 108), (437, 103), (437, 103), (388, 111), (367, 122), (325, 152), (298, 192), (275, 230), (260, 259), (247, 287), (230, 342), (217, 394), (212, 422), (204, 451), (191, 482), (170, 544), (164, 609), (147, 835)]","[(610, 141), (589, 155), (586, 160), (578, 188), (578, 207), (578, 222), (578, 234), (580, 253), (586, 270), (596, 291), (605, 313), (605, 335), (605, 359), (603, 384), (594, 409), (588, 441), (583, 474), (588, 510), (619, 560), (634, 581), (669, 646), (678, 673), (690, 706), (702, 740), (711, 772), (721, 799), (732, 808), (756, 812), (796, 820), (810, 824), (824, 843), (838, 862), (848, 885), (862, 913), (866, 918), (877, 929), (885, 883), (875, 784), (860, 771), (862, 727), (851, 643), (850, 641), (848, 612), (851, 586), (859, 536), (859, 504), (859, 453), (845, 430), (844, 407), (844, 365), (841, 333), (833, 301), (824, 269), (816, 233), (807, 219), (797, 200), (786, 171), (776, 154), (760, 140), (738, 125), (719, 119), (695, 116), (669, 116), (645, 117), (621, 129), (609, 140)]"
00003109_000.png,"[(73, 148), (59, 171), (43, 195), (31, 227), (25, 264), (24, 295), (25, 345), (26, 398), (29, 464), (25, 521), (25, 572), (25, 622), (25, 645), (24, 663), (21, 679), (18, 695), (18, 714), (19, 731), (19, 750), (16, 776), (17, 805), (29, 816), (38, 813), (48, 800), (68, 773), (78, 766), (105, 757), (127, 751), (181, 751), (190, 751), (227, 767), (240, 768), (264, 730), (264, 715), (261, 681), (260, 640), (260, 609), (273, 581), (279, 560), (287, 534), (301, 500), (307, 468), (316, 419), (325, 331), (332, 239), (332, 138), (328, 91), (290, 43), (239, 26), (199, 23), (147, 38), (113, 61), (85, 105), (69, 154)]","[(403, 94), (396, 105), (390, 141), (398, 174), (400, 180), (400, 207), (400, 216), (401, 243), (416, 273), (438, 297), (451, 319), (460, 376), (449, 446), (460, 502), (482, 556), (504, 613), (525, 709), (535, 773), (534, 823), (531, 851), (586, 857), (634, 840), (702, 843), (754, 863), (784, 891), (795, 895), (802, 797), (774, 711), (763, 639), (731, 496), (679, 344), (668, 244), (665, 198), (641, 127), (586, 61), (535, 35), (497, 30), (443, 41), (412, 67), (398, 109)]"
00003109_007.png,"[(124, 751), (148, 718), (171, 695), (199, 683), (233, 674), (268, 667), (292, 673), (326, 686), (351, 711), (371, 733), (389, 749), (404, 749), (428, 697), (434, 656), (436, 608), (452, 553), (463, 447), (463, 379), (473, 245), (475, 191), (471, 135), (435, 109), (399, 94), (372, 92), (326, 94), (283, 111), (246, 142), (212, 189), (174, 263), (155, 345), (150, 442), (144, 502), (121, 605), (120, 664), (115, 707), (126, 745)]","[(550, 146), (546, 176), (538, 202), (537, 233), (540, 278), (555, 309), (574, 348), (587, 377), (580, 404), (579, 436), (584, 501), (631, 568), (651, 589), (683, 622), (710, 659), (726, 689), (749, 745), (755, 774), (762, 803), (772, 826), (783, 851), (825, 893), (864, 922), (888, 940), (906, 941), (918, 942), (922, 922), (922, 879), (906, 806), (899, 762), (899, 671), (878, 566), (868, 524), (853, 428), (846, 373), (800, 225), (794, 194), (758, 163), (723, 132), (676, 118), (631, 109), (584, 108), (549, 144)]"
00003109_011.png,"[(182, 768), (202, 753), (220, 736), (249, 721), (288, 710), (314, 704), (357, 729), (368, 740), (391, 765), (406, 785), (415, 804), (432, 846), (444, 862), (461, 864), (491, 848), (497, 815), (497, 757), (494, 721), (494, 671), (500, 611), (510, 528), (510, 523), (511, 482), (513, 430), (507, 378), (504, 337), (504, 278), (502, 238), (497, 201), (480, 158), (459, 125), (403, 101), (361, 92), (310, 91), (267, 105), (229, 138), (208, 189), (202, 254), (195, 322), (185, 379), (165, 496), (159, 570), (159, 650), (159, 712), (161, 749), (171, 769), (178, 771), (179, 771)]","[(592, 95), (566, 108), (556, 147), (562, 173), (570, 195), (580, 219), (590, 243), (599, 266), (610, 341), (628, 373), (631, 396), (627, 422), (633, 450), (663, 506), (691, 545), (705, 586), (737, 636), (784, 695), (815, 742), (835, 780), (836, 808), (850, 860), (856, 888), (869, 895), (889, 900), (906, 892), (923, 877), (938, 811), (930, 764), (929, 657), (923, 571), (916, 514), (895, 384), (875, 311), (828, 198), (779, 123), (710, 90), (604, 81), (584, 96)]"
00003122_015.png,"[(86, 747), (123, 703), (170, 672), (245, 654), (306, 649), (353, 649), (370, 649), (379, 626), (373, 609), (369, 588), (368, 571), (368, 559), (378, 516), (383, 473), (382, 449), (388, 418), (423, 352), (429, 321), (439, 281), (449, 216), (449, 186), (447, 155), (416, 104), (391, 88), (350, 78), (309, 78), (256, 99), (208, 179), (197, 210), (162, 261), (136, 322), (112, 396), (92, 461), (75, 598), (62, 706), (63, 743), (79, 754), (88, 746)]","[(545, 150), (534, 157), (512, 181), (506, 199), (506, 226), (519, 243), (529, 253), (535, 265), (535, 278), (530, 295), (523, 306), (514, 317), (507, 331), (510, 349), (516, 368), (522, 401), (535, 438), (556, 465), (591, 489), (627, 517), (672, 572), (688, 614), (699, 641), (724, 660), (780, 664), (803, 661), (852, 684), (870, 701), (889, 734), (898, 735), (915, 730), (920, 692), (928, 657), (924, 603), (921, 566), (887, 456), (854, 406), (832, 361), (823, 318), (788, 236), (752, 184), (688, 128), (640, 116), (542, 143)]"
00003122_017.png,"[(97, 810), (91, 745), (99, 662), (112, 573), (146, 472), (157, 366), (177, 275), (202, 232), (243, 188), (274, 156), (309, 138), (341, 128), (374, 126), (408, 148), (427, 167), (437, 207), (439, 251), (428, 285), (429, 323), (446, 362), (454, 420), (467, 505), (474, 627), (464, 722), (461, 745), (448, 789), (406, 742), (323, 704), (296, 695), (259, 692), (193, 705), (162, 723), (137, 752), (130, 775), (117, 792), (103, 806), (102, 808)]","[(525, 186), (514, 218), (513, 234), (513, 244), (513, 253), (523, 276), (527, 280), (535, 304), (530, 333), (525, 356), (521, 382), (519, 421), (535, 460), (549, 492), (569, 524), (592, 542), (608, 548), (625, 560), (653, 591), (658, 614), (702, 665), (718, 694), (743, 708), (761, 706), (801, 713), (839, 724), (860, 747), (893, 773), (914, 799), (926, 809), (938, 795), (944, 748), (938, 693), (930, 609), (889, 488), (857, 430), (840, 374), (827, 331), (790, 267), (766, 221), (729, 180), (683, 156), (658, 145), (626, 140), (581, 143), (540, 163), (524, 185)]"
00003124_000.png,"[(378, 129), (345, 156), (328, 198), (315, 225), (298, 264), (274, 332), (256, 439), (234, 496), (220, 572), (201, 659), (171, 720), (161, 774), (167, 780), (179, 777), (204, 756), (226, 735), (248, 719), (263, 700), (299, 680), (316, 669), (346, 667), (370, 667), (423, 668), (440, 658), (449, 636), (444, 591), (445, 563), (454, 511), (467, 437), (483, 387), (515, 308), (519, 215), (519, 171), (502, 123), (469, 102), (424, 96), (374, 132)]","[(625, 138), (602, 157), (582, 181), (575, 204), (572, 226), (589, 250), (616, 259), (634, 270), (637, 317), (624, 360), (615, 405), (643, 493), (655, 522), (669, 549), (696, 586), (715, 614), (729, 644), (754, 680), (776, 700), (803, 716), (836, 731), (855, 749), (866, 763), (887, 780), (896, 766), (888, 728), (865, 655), (861, 624), (851, 546), (842, 459), (835, 397), (833, 305), (823, 257), (797, 181), (770, 132), (706, 101), (663, 93), (619, 136)]"
00003129_000.png,"[(359, 191), (306, 205), (272, 251), (243, 299), (223, 371), (201, 425), (191, 510), (178, 597), (173, 684), (169, 742), (168, 772), (172, 796), (184, 801), (207, 797), (214, 781), (243, 760), (265, 740), (301, 722), (323, 720), (349, 721), (373, 724), (411, 736), (446, 740), (471, 728), (481, 655), (481, 602), (476, 539), (473, 477), (471, 417), (471, 321), (471, 261), (455, 212), (441, 193), (399, 183), (360, 183), (348, 191)]","[(570, 200), (543, 230), (539, 257), (537, 295), (540, 333), (565, 361), (594, 381), (605, 415), (607, 464), (607, 499), (620, 548), (640, 588), (672, 621), (706, 636), (736, 655), (772, 690), (797, 735), (816, 774), (832, 813), (845, 833), (848, 820), (844, 740), (840, 669), (831, 558), (814, 448), (788, 341), (764, 268), (725, 220), (695, 185), (642, 173), (591, 182), (573, 197)]"
00003129_001.png,"[(185, 786), (192, 777), (212, 750), (226, 732), (254, 717), (279, 705), (303, 695), (337, 688), (388, 695), (432, 710), (452, 721), (463, 727), (475, 732), (503, 726), (512, 696), (516, 654), (517, 615), (525, 573), (535, 530), (554, 393), (550, 355), (556, 296), (566, 248), (565, 199), (551, 158), (538, 130), (514, 110), (483, 105), (450, 102), (397, 116), (360, 144), (322, 188), (301, 231), (264, 338), (237, 450), (223, 562), (185, 715), (186, 783)]","[(653, 162), (629, 205), (624, 239), (624, 273), (636, 309), (659, 358), (666, 398), (660, 436), (657, 494), (670, 525), (698, 573), (739, 624), (761, 649), (788, 678), (805, 710), (818, 738), (847, 775), (861, 793), (878, 812), (881, 811), (886, 770), (885, 728), (873, 656), (871, 541), (855, 395), (841, 316), (826, 245), (788, 170), (762, 151), (723, 142), (708, 140), (657, 160)]"
